29593	0.427206	0.12561	-1.05458	211	7
45306	0.374128	0.216183	-0.72486	-211	7
9900	0.20233	0.335292	-0.605643	-211	7
42176	0.53301	0.246816	0.338149	-211	7
35620	0.60981	0.338566	0.504435	-211	7
5824	0.299254	0.00493288	0.791806	211	7
19692	0.605835	0.176088	0.954647	211	7
8657	0.338874	0.364856	-1.26997	211	7
19104	0.673433	0.485917	-1.18814	-211	7
38876	1.00019	0.496905	-0.13016	211	7
17549	0.241096	0.345865	0.0243941	211	7
13183	0.33527	0.675215	-0.0305919	-211	7
23064	0.779976	0.542144	0.433442	-211	7
26439	0.246197	0.349534	0.742936	211	7
43941	0.385101	0.892899	-1.22631	-211	7
34681	0.502737	0.591864	-0.792344	211	7
29158	0.347649	0.852601	-0.0154763	-211	7
5270	0.53012	0.598278	0.224125	211	7
29871	1.45347	0.763589	0.832111	211	7
19472	0.495171	1.07292	-1.14509	-211	7
16592	0.321937	1.12595	-1.05439	-211	7
21906	0.579015	1.06127	-0.452007	211	7
10675	0.509537	0.985457	-0.0834298	211	7
4334	1.00183	1.0331	-0.162217	211	7
17740	0.501271	1.06773	-0.0366557	211	7
17740	0.501271	1.06773	-0.0366557	211	7
17740	0.501271	1.06773	-0.0366557	211	7
15376	0.423961	1.36518	-0.648554	211	7
25961	0.607451	1.3661	-0.242652	211	7
3937	0.480427	1.32718	0.301968	211	7
26026	0.475962	1.31362	0.305765	211	7
38002	0.871527	1.29214	0.375187	211	7
15210	0.39746	1.39639	0.702566	211	7
17107	0.310665	1.79571	-0.613717	-211	7
500	0.664545	1.87874	-0.585079	-211	7
498	1.74992	1.56093	-0.161849	211	7
12909	0.264945	1.70453	-0.153702	211	7
3344	0.328558	1.63971	0.681979	211	7
1645	0.508335	1.82386	1.03159	-211	7
44971	0.271717	2.0825	-1.0791	-211	7
37676	0.469126	2.07284	-0.761366	-211	7
41605	0.422206	1.92661	-0.636255	211	7
27139	0.619271	1.9781	0.110073	211	7
19512	0.334748	2.03448	0.397154	211	7
39747	0.261631	2.04663	1.27225	211	7
29146	0.884457	2.24499	-0.7872	-211	7
1601	0.844805	2.45308	0.644393	211	7
31142	0.440791	2.3266	0.822423	211	7
13312	0.354504	2.18411	0.998611	211	7
7276	0.423138	2.35075	1.1537	-211	7
42147	0.820623	2.77094	-1.24965	-211	7
15131	0.451629	2.75165	-0.417542	-211	7
34321	0.776769	2.78727	-0.347365	-211	7
24582	0.577768	2.5214	-0.148613	211	7
25212	0.307465	2.65329	-0.207441	-211	7
23936	0.678766	2.50905	-0.0305166	211	7
15349	0.999713	2.73654	0.0168588	211	7
11617	0.333088	2.57818	1.12807	211	7
4956	0.340449	2.67296	1.28015	211	7
26448	0.364485	3.05503	-1.16329	-211	7
29659	0.448282	2.95286	-1.01546	-211	7
505	1.13453	2.89119	-0.735633	211	7
7475	0.92747	2.96213	-0.394804	-211	7
2471	0.456048	2.91347	-0.357603	-211	7
20700	0.231839	2.74756	-0.271988	211	7
8392	0.322555	2.87599	-0.225432	211	7
41700	0.192764	2.97481	0.10211	-211	7
41720	0.193703	2.96678	-0.010883	211	7
23476	0.415017	3.27288	-1.20805	211	7
31928	0.271897	3.511	-1.0764	-211	7
37231	0.602368	3.22374	-0.880217	211	7
23363	0.70078	3.32584	-0.819252	211	7
5899	0.267138	3.24522	-0.736512	-211	7
24016	0.429006	3.19991	-0.715825	211	7
45809	0.948911	3.37056	-0.626001	-211	7
45809	0.948911	3.37056	-0.626001	-211	7
45809	0.948911	3.37056	-0.626001	-211	7
15459	0.302959	3.3753	-0.216943	-211	7
15192	0.345251	3.2999	-0.0769567	-211	7
27015	0.381454	3.433	-0.165652	-211	7
28790	0.380517	3.22525	1.28293	211	7
6371	0.431212	3.60238	0.839918	-211	7
6371	0.431212	3.60238	0.839918	-211	7
6371	0.431212	3.60238	0.839918	-211	7
34805	0.910437	3.93609	-0.925932	211	7
20386	0.534331	4.11993	-0.722028	-211	7
21966	0.334464	3.9963	-0.232721	-211	7
37115	0.39023	4.01963	0.0740814	211	7
5136	1.53083	3.92405	0.199181	-211	7
11700	1.09063	3.84783	1.08409	211	7
14362	0.381628	4.11936	-0.820305	211	7
41141	0.300973	4.19597	-0.682955	-211	7
38834	0.276772	4.284	-0.613599	-211	7
17742	0.638885	4.32094	-0.0512931	-211	7
16802	1.19883	4.20559	0.817991	-211	7
25249	0.433183	4.70055	-0.614551	-211	7
34998	0.42619	4.58483	-0.237	-211	7
13056	0.248903	4.75118	-0.235903	-211	7
3411	1.46745	4.47129	-0.125749	211	7
4913	0.413119	4.5541	0.0494424	-211	7
38583	0.404619	4.55679	0.0701792	-211	7
9393	0.390884	4.48306	0.248146	-211	7
12778	0.652495	4.59827	0.660756	211	7
38708	0.506314	4.39138	0.85015	211	7
26935	0.468301	4.97206	-0.762305	-211	7
6018	0.48142	4.95837	-0.608554	211	7
18953	0.179346	4.60571	-0.268598	211	7
29475	0.477167	4.83403	0.302359	-211	7
32978	0.302142	4.68176	0.543086	211	7
18477	0.390982	4.67948	0.670871	211	7
33711	0.424043	4.96525	1.11664	-211	7
31531	1.13136	5.22362	-0.990681	211	7
40655	0.335379	5.32817	-0.773697	-211	7
33355	0.565434	5.35512	-0.401883	-211	7
12512	0.454015	5.29582	-0.12094	-211	7
9859	0.491913	5.03757	0.0157898	211	7
22928	0.842478	5.12935	0.37004	211	7
19647	0.491356	5.164	0.527726	-211	7
28243	0.40134	5.24406	0.886857	211	7
43771	1.53864	5.56396	-0.942379	211	7
18621	0.389279	5.40515	-0.662868	-211	7
30180	0.524677	5.3079	-0.357357	211	7
40061	0.981239	5.45032	-0.32146	211	7
25645	0.717311	5.49894	-0.318788	-211	7
11445	0.402419	5.66567	0.0772137	-211	7
1704	0.549622	5.43331	-0.0354363	-211	7
36281	0.34006	5.59064	0.280657	211	7
37114	0.304832	5.30017	0.427817	211	7
23084	0.494122	5.42707	0.649342	-211	7
21606	0.547065	5.56898	0.953963	-211	7
45698	0.689735	5.67073	0.888413	-211	7
20493	0.374934	5.46611	1.06742	211	7
29796	1.61146	5.90095	-0.470078	-211	7
21164	0.391087	5.987	-0.281561	-211	7
45195	0.93117	5.63311	0.422061	211	7
27470	0.465568	5.92292	0.462565	-211	7
21029	0.464291	6.13999	-0.748104	211	7
17771	0.380066	6.07151	-0.454927	-211	7
44608	0.65735	6.10307	0.184348	-211	7
28308	0.857351	6.13316	1.03027	211	7
35089	0.436735	0.237913	0.261001	211	7
35530	0.27964	0.27506	0.426672	-211	7
28112	0.3683	0.0814448	0.62641	211	7
18052	0.454571	0.130466	1.1387	211	7
25268	0.469856	0.315513	-1.09739	211	7
32189	0.401277	0.405511	-1.06894	211	7
19701	0.675183	0.372442	-0.772169	211	7
36339	0.602855	0.640533	-0.407303	-211	7
41374	0.698808	0.350818	0.0510417	211	7
27220	1.15809	0.497571	0.710791	211	7
8678	0.31818	0.466526	0.818439	211	7
28174	0.508797	0.503567	1.00415	-211	7
28771	0.670634	0.548912	1.02251	-211	7
22092	0.907345	0.504259	1.06433	211	7
43506	0.509312	0.329454	1.07359	211	7
5234	0.588825	0.550291	1.23831	211	7
14090	0.463462	0.720865	-1.018	-211	7
30008	0.562951	0.690323	-0.902096	-211	7
31797	0.508319	0.666608	-0.519045	211	7
13051	0.740562	0.805494	-0.585795	-211	7
24700	0.897445	0.688006	-0.0417297	-211	7
31223	0.787182	0.704901	0.662439	-211	7
3982	0.684027	0.806095	0.700516	-211	7
32202	1.06004	0.846459	1.10076	-211	7
43947	0.206493	1.13521	-0.743628	-211	7
49190	1.02819	1.22218	-0.748566	-211	7
29995	0.316103	0.89051	-0.502891	211	7
29995	0.316103	0.89051	-0.502891	211	7
29995	0.316103	0.89051	-0.502891	211	7
29966	0.135874	1.26505	-0.476757	-211	7
35843	0.367911	1.30512	-0.462433	-211	7
13164	0.300674	1.07483	0.431431	211	7
29355	0.399244	0.911678	0.690804	211	7
7763	0.479704	1.18016	1.07051	211	7
6084	0.9394	1.34123	-0.760926	-211	7
16560	0.535767	1.54511	-0.353721	-211	7
14768	0.790399	1.52915	-0.187662	-211	7
48046	0.545882	1.43279	0.401155	211	7
4303	0.834242	1.37775	0.780271	-211	7
35143	0.391853	1.83172	-0.334916	-211	7
10042	0.792496	1.81995	-0.415734	-211	7
40036	0.484017	1.81628	0.335971	-211	7
24424	0.37494	1.80074	0.388016	211	7
17734	0.299224	1.80144	0.521792	-211	7
16886	1.34065	1.80956	1.23953	211	7
9272	1.32728	1.59255	1.29326	-211	7
50102	0.262909	1.9029	1.32109	-211	7
19793	0.222677	1.88677	-0.745007	211	7
16604	0.189389	1.89938	-0.174853	211	7
41150	0.72075	1.89331	-0.183818	211	7
